node_id	feature(feature_amount:931)	label
1913	92,309,558,817	3
1914	77,49,112,138,499,497,521	1
1915	92,409,334,582,634	2
1916	60,91,92,138,144,159,521,591,725	4
1917	64	2
1918	92,138,473,521	0
1919	92	0
1920	92	1
1921	61,92,138,206,331,918	2
1922	40,188,428,521,718,426	4
1923	92,138	2
1924	287,521	4
1925	138,701,770,759,344,343	3
1926	521,369,384,387	4
1927	91,92,138,111,334,625	1
1928	92,138,301,521,570	3
1929	308,521	3
1930	92,129,138,144,521,570	2
1931	132,92,127,122,104,722	4
1932	372,385,369,387,811,814,521,368,586	3
1933	91,92,132,144,491,521,629	3
1934	92,138,342,473	1
1935	521,369,387	0
1936	92,138,521,865,881,649,918	3
1937	12,92,129,138,521,625,840,889	3
1938	421,535,77,92,138,252,521,540	4
1939	364,369,385,221	4
1940	21,92,49,138,481,817,215,252,453,499,496,521,677,785	4
1941	92,138,286,830,163,784,521,558	3
1942	92,129,138,446,521,447,570,675	3
1943	184,185,499	2
1944	92,132	0
1945	305,20,361,369,385,387	3
1946	521,37,672,385,369,387	2
1947	229,335	1
1948	521,92,138,252,77,531,677	4
1949	92,138,252,740	3
1950	521,825,828,829	3
1951	92,132,704	2
1952	428,315	3
1953	521	2
1954	60,91,92,138,875,521,619,641	4
1955	823	1
1956	92,138,521,747	2
1957	428,430,422	3
1958	60,77,78,91,92,138,144,550,252,291,521,677	4
1959	263,268	2
1960	252,92,138,521	2
1961	369,385,387,503,521	2
1962	521,92	1
1963	92,343	0
1964	188,303,428,429,525	3
1965	521,61,138	2
1966	521,123,61	2
1967	92,138,337	1
1968	49,129,138,499,521,645	3
1969	92,138,473,521,762	3
1970	257,263,268,435,521	4
1971	263,255,268,499,521,761	3
1972	16,55,243,334,466,464,558	4
1973	931	0
1974	90,92,138,521,677	2
1975	92,49,127,334,499,738	2
1976	92,138,521,649,88	1
1977	10,92,132,138,491,521,570,776,836	3
1978	92,138,521,611	1
1979	92,132,138,491,521,570,728	2
1980	89,776,92,481,49,499,496,138,521	3
1981	521	3
1982	92,138,521,570,615,699	3
1983	92,55,129,138,142,481,521,626	3
1984	77,92	2
1985	92,138,56,521,677,836,877	2
1986	364,388,369,581,338	4
1987	138,92	0
1988	92,144,77,409,625,334	3
1989	117,393,89,521	0
1990	369,385,387,221,239,664,873,334	4
1991	77,92,138,252,778	3
1992	92,60,91,21	2
1993	132,92,138	2
1994	361	1
1995	476,631	1
1996	521,92,138,605,562	1
1997	132,92,593	1
1998	92,49,138,210,499,776,821,344	4
1999	77,92,138,252,713	3
2000	77,92	0
2001	521,132,128,743	0
2002	384,387,165,521	4
2003	92,138,111,132	3
2004	39,368,369,387,245,282	4
2005	11,381,361,369,387,390,385,507,811,814	3
2006	450,92,89,791	2
2007	521,92,90,630	3
2008	677,491,570,92,138,128,648,85,553,675	1
2009	316,441,499	1
2010	92	0
2011	31,188,203,210,369,385,387,381,390,521,811	4
2012	521,441,440	0
2013	521,441,444,433	3
2014	92,129,138,521,641,777,865	3
2015	263,268,521	2
2016	77,138,144,252,521,677,62	3
2017	572,573,928,521	0
2018	92,57,263,267,558,761	4
2019	203,367,368,369,521	4
2020	379,369,387,385,389,5,521,821	4
2021	499,92,49,149,138,420,793,521,704	4
2022	92,132,681	1
2023	931	4
2024	138,56,144,157,582,634	4
2025	173,177,521	2
2026	92,138,439,521,602	2
2027	258,268,270,263,423,521	2
2028	263,268,521,772	0
2029	92,138	2
2030	77,252	3
2031	145,918,554,409	2
2032	61,521	0
2033	21,92,145,138,163,263,272,268,436,521,640,783,785	3
2034	60,92,102,138,521,546	4
2035	225,521	0
2036	92,138,252,521,738	2
2037	92,129,138,142,521,589,649,840,865	4
2038	521,61	1
2039	369,385,387,390,862	2
2040	80,92,160,66	2
2041	406,92,163,521	3
2042	522,369,385	0
2043	521,426,428,718	1
2044	12,92,111,129,138,564,579,644,873,41	3
2045	229,331,558,664,717,881	1
2046	12,60,92,102,111,132,433,511,625,665	4
2047	92,106,830,908,154,201,263,264,277,342,525,558,741,881,883,915,918,250	4
2048	92,127,918,865,327	3
2049	92,111,132,57,138,219,356,448,505,521,873,882,927	3
2050	49,184,465,558,242,342	4
2051	521,268,259,255,271,772,831	3
2052	92,111,132,138,357,369,372,387,521,558	4
2053	521,92,798,904	2
2054	369,383	0
2055	303,428,430,657,521	3
2056	521,651,236	0
2057	92,138	1
2058	92,127	0
2059	92,132,138,295,348,481,613,873,881,927,586	4
2060	132,92,144,121,240,292,615,901	3
2061	263,268,765,521	4
2062	92,49,129,138,499,521,776	1
2063	324,92,615	0
2064	58,60,77,78,91,92,129,138,142,144,521,570,553,86,155	4
2065	260,263,268,521,761,927	3
2066	138,326,473	2
2067	18,92,918,240,854,350	4
2068	77,92,138,521,252,902	2
2069	92,138	0
2070	369,788	3
2071	21,29,92,138,144,521,744,142	4
2072	92,101,138,307,420,535,540,545	3
2073	369,384,385,387,521	4
2074	369,385,521	2
2075	263,269,278,521,715,923,802,591,866	4
2076	928	0
2077	229,369,716	2
2078	521,504,129,138	2
2079	32,361,387,385,381,390,369,834,814,811,521,214,213	3
2080	91,92,412	2
2081	21,77,334	4
2082	369,387,521,643,928	1
2083	802,591,866,521,80,133,92,138,615	3
2084	39,57,198,356,369,385,387,390,579,750,811,873,348	4
2085	77,92,102,138,252,417,521,677	2
2086	380,368,384,387,214,372,672,521	4
2087	77,21,46,92,138,144,659,785,521,491	2
2088	61,188,209,521,821	3
2089	92,132,138,521,530	3
2090	931	0
2091	488	1
2092	92,132,521,704	3
2093	92,138	0
2094	188,369,387,385,521,672,377	4
2095	92,129,138,311,734	1
2096	92,108,138,334,252	2
2097	488,489	2
2098	521,21,25,869,615,565,448	4
2099	21,61,521	2
2100	441,442,446,433,334	3
2101	38,387,632	4
2102	521	0
2103	92,521,778,684	1
2104	144,521,562,143	3
2105	92,329,524	0
2106	521,572	2
2107	325,92,138,90,562,699,736	3
2108	521,60,92,138	0
2109	132,121,122,92,138,144,197,194,356,704,873	4
2110	521,617	2
2111	521,71,92,138,292,348,499,704,852,873	3
2112	161,334	0
2113	92	0
2114	92,469,521	2
2115	521,369,358,385,387,522	2
2116	12,21,92,138,356,503,521,562,625,848	3
2117	92,132,138,356,570,704,706	3
2118	77,46,92,138,457,412,456,687	4
2119	521,571	2
2120	92,138,139,521,619,590	4
2121	92,138,521,781	2
2122	92,138,521,570,615,491	3
2123	92,132	3
2124	369	1
2125	92,138,521,554,559	0
2126	92,138,144,521,582,626	0
2127	521,268,263,255,694	0
2128	267,521,154	0
2129	92,138,132,187	1
2130	521,268,263,267,434,620	3
2131	825,828,39	1
2132	92,127,186,767,499,558	2
2133	369	2
2134	537,127	4
2135	263,268,521,761	2
2136	61,92,127,138,15,337	2
2137	92,918,138	1
2138	21,92,521,649	3
2139	521	4
2140	92,129,132,138,144,334,481,721,704,878	3
2141	453,92,132,138,645,327,238	3
2142	521,92,138	1
2143	478,476,638,521	1
2144	92,127,902,242	3
2145	92,127,132,334,611,704	2
2146	37,521	4
2147	521,909,910	4
2148	521,61,77,92,138,356,677	2
2149	931	2
2150	77,92,138,521,821	1
2151	326,369,383,385,448,151	4
2152	92,138,704,850	3
2153	85,92,144,521,675	1
2154	252,92,138,144,677	1
2155	92,139,521,591,677	3
2156	92,138,237,521,570,569,49	1
2157	92,49,132,138,144,252,499,521,741	2
2158	92	1
2159	173,177,521	2
2160	32,92,138,165,356,446,521,539,906	3
2161	92,129,138,144,252,521,713	3
2162	931	1
2163	92,90,142,144,208,209,439,447,861	4
2164	28,26,61,92,148,138,394,457,521,531,554,555,611,798	3
2165	77,49,132,138,484,482,499,521,630	3
2166	342,144,138,776	1
2167	846,521	0
2168	931	0
2169	521,181,576	1
2170	21,27	4
2171	361,369,671,521	2
2172	92,132,321,684	1
2173	60,63,77,78,92,49,138,252,499,502,521	4
2174	368,369,372,380,387,521,374	4
2175	334,361,369,653	2
2176	263,268,437,521,640	3
2177	521,488	3
2178	92,421,138,491,521,921	4
2179	77,138,92,691,541,817	3
2180	77,447,481,92,138,144,189,446,439,521,76,821	4
2181	47,92,138,800,521,704,816,831	2
2182	92,138,521,759,865	0
2183	92,531	0
2184	521,369,387	2
2185	119,92,138,550,252,521	3
2186	92,138,144,521,703	1
2187	61,92,918,677	1
2188	21,92,93,138,144,521,524,674,700	4
2189	92,409,138	0
2190	92	3
2191	521,61,148	1
2192	92,61	1
2193	92,50,104,138,898	3
2194	108,138,252	4
2195	188,206,369,385,387,521	4
2196	92,127,132,55,208,320,724,297,901	3
2197	90,92,521,562,689	3
2198	92,132,138,918,844,901,193,195,188,448,873,883,106,803,505,587,351,491,481,320	4
2199	60,73,91,92,49,132,138,296,499,502,630,668	3
2200	92,138,521,570	2
2201	92,127,132,629	1
2202	21,92,138,252,61,738,785,491	2
2203	92,138	1
2204	92,138,570	1
2205	521,177	1
2206	92,138	1
2207	29,138,129,92,609,521,41	4
2208	361,521	1
2209	92,61,132	2
2210	92,132,138,357,521,558	2
2211	59,92,138,439,521,554	3
2212	521,263,640,467,275,276,153	1
2213	21,92,138,521,686,864	1
2214	21,77,92,252,521,677	2
2215	321,21	2
2216	77,521,92,469	1
2217	361,369,387,385,326	4
2218	521,537	2
2219	92,138,132,439	2
2220	428,102,252,334,420,817	2
2221	92	1
2222	369,372,385,387,330,643,586,581	1
2223	92,127	0
2224	488	1
2225	92,138,521,677	2
2226	92,127	1
2227	225,521,37	1
2228	92,55,481,521,633,865	3
2229	92,132,138,521,865	1
2230	92,491,98,138,456,521,535,902	1
2231	21,92,138,144,521	0
2232	77,92,111,138,704	2
2233	80,92,479,133,138,355,521,531,684,55,481,774	4
2234	521,49,252,499,677	0
2235	21,25,91,92,138,463,521,769	4
2236	521,617,918	0
2237	369	1
2238	428,521,544,424	4
2239	92,138,570	0
2240	400,402,521,849,729	2
2241	92,491,457,138,21	1
2242	92,132,138,312,469,521,564	3
2243	92,138	0
2244	132,138,320	2
2245	399,400,403,404,398,406,521,682	4
2246	236,229,235,521,522	3
2247	39,165,188,232,369,372,381,385,387,390,521,581,586,811,814,834	4
2248	92,94,129,138,148,49,252,591,677,886	3
2249	263,268,521	0
2250	364,369,382,386,388,389,485,787	4
2251	261,263,268	3
2252	521,92,138,704	1
2253	334,92	0
2254	521,664,841	1
2255	92,138,199,481,521,660,865,888	4
2256	92,132,138,144,521,558,858,859,860,861	4
2257	92,55,132,138,142,144,357,481,202,356,434,570,567,569,675,696,840	4
2258	61,709	0
2259	488	0
2260	91,92,111,132,138,323,647,777,873,505	4
2261	60,77,84,92,101,102,116,138,490,521,785,570,565,615,491	4
2262	92,138,521,704,491	1
2263	92,127,344,481,628,420,901,357	4
2264	92,138,144,356,42,688,531	4
2265	188,199,369,385,387,381,390,811,834,521,750,165	4
2266	21,92,138,521,602	0
2267	521,92,138	1
2268	18,92,127,546,854	0
2269	92,132,138,142,290,521,612	4
2270	92,138,473,521	1
2271	169,178,521,753	4
2272	21,92,138,562	1
2273	62,80,92,138,212,469,510,513,521,540,624,665,843	4
2274	12,21,46,92,138,414,521,625,922	4
2275	428,430,521	2
2276	521,364,369,367,387	1
2277	521	2
2278	92,55,138,144,481,237,521,531,611,688,149	4
2279	34	4
2280	294,361,521	2
2281	521,369,387,384,844	3
2282	92,240,334,901	2
2283	521	1
2284	144,521,615	3
2285	92,129,138,521,806,777	3
2286	92,138,252,521,296,49,738	2
2287	521,61,102,92,132,111,125,49,497,128,499,675,776,696,553	4
2288	521,369,385,387	3
2289	521,308	2
2290	92,132,481	0
2291	92,138,144,251,521,778,861	3
2292	521,92,90	2
2293	521,12,138,92	3
2294	80,577,901	1
2295	369,385,387,814,911,913,912,375,374	4
2296	887,92,138,340,648	2
2297	387,37	2
2298	92,144,521,611	1
2299	92,521,630	0
2300	358,361,499,571	2
2301	476,478,477,928,521	0
2302	369,387,381,188,544,521,672,214,213	4
2303	263,268,275,276,521,765	4
2304	12,15,62,92,132,138,194,254,927	4
2305	92,132,138,499,615	1
2306	229,231,435,521	3
2307	425,657,548	1
2308	12,80,92,138,521	2
2309	94,111,241,318,356,747	3
2310	931	0
2311	674,92,138,129,139,521	1
2312	184	2
2313	92,138,677	0
2314	127,92,691	2
2315	521,828	1
2316	400,402,849,403,405,521	3
2317	361,369,507,11,581	2
2318	521,387	0
2319	92,351,420,138,163,286,521,570	2
2320	369,385,229,238	3
2321	92,144,521,531,611	3
2322	138,92,144,521,30,165	2
2323	12,92,132,138,312,491,521,873	4
2324	92,127,918	0
2325	263,268,437,521	0
2326	127,337,704,778,929,150,240	2
2327	21,22,60,80,92,94,102,111,138,139,140,144,311,356,412,521,714	4
2328	138,92,506,667,778,780	3
2329	815,337	0
2330	77,46,92,129,138,142,311,412,521,714	4
2331	639,825	2
2332	838,521	3
2333	37,227,229,236,235,868,521,910	4
2334	36,369,387,521,672	2
2335	92,132,138,704,570,460	3
2336	21,92,138,144,562	4
2337	15,92,138,142,830,199,202,252,281,356,521,737	4
2338	92,127	2
2339	521,32,369,385,387,381,390,834,814	4
2340	92,138,521,630	3
2341	92,138,319	2
2342	334,92,55	4
2343	92,129,138,521,524	3
2344	92,138,312,521,539	2
2345	138,521,648	1
2346	92,138,144,329	4
2347	263,268,690,341	3
2348	6,216,49,497,128,748,901,60,334,817	4
2349	132,695,864	0
2350	268,521,263	2
2351	92,49,138,481,499,521,743	3
2352	92,102,111,132,106,331,528,688,677,873	3
2353	931	1
2354	222,294,507,752,338,910,911,913	3
2355	521,61,80,138,531	3
2356	258,263,255,268,521,761	2
2357	92,132,138,165	3
2358	537,327	1
2359	92,138,252,289,521	3
2360	144,146,521	0
2361	425	0
2362	39,521,911,912,913,581	4
2363	173,167,177,521,416,170	3
2364	521,92,138,132,481,622	1
2365	173,177,521	1
2366	80	2
2367	521,92	1
2368	931	3
2369	92,132,208,240	2
2370	177,521	1
2371	92,132	2
2372	521,92,132,138,144,356,582,634	4
2373	361,521	0
2374	827,825,651,814,37	2
2375	369,385,387,390,521,670	4
2376	92,49,138,499,521,593	2
2377	165,387,390,369,521,384,38	3
2378	570,568,591,615	4
2379	92,49,162,193,303,465,499,521,570,728,41	4
2380	263,268,521,591	3
2381	92,132,193,195,188,356,10,925,587,212,351,481,447,357,330,320,340,513	4
2382	21,26,92,345,869,448,521,566,704,748	4
2383	521,858	4
2384	258,262,261,268,521	3
2385	521,807	3
2386	92,111,132,138,144,356,433,570,873,927,513	4
2387	92,138,144,521,570,578,704,821	4
2388	521	0
2389	521,92,127,558	2
2390	92,138,506,521,880	3
2391	92,127	0
2392	77,92,49,138,144,252,499,521	3
2393	92,138,139,163,433,513,591,621	3
2394	92,149,491	2
2395	35,380,371,369,385,512,521,730,433	4
2396	92,138,778,817	2
2397	173,18	0
2398	334,92,127,409	1
2399	248,369,384,385,521,581,672	3
2400	521,129,138,49,499,626	2
2401	931	3
2402	92,55,469,521,540	4
2403	469,92	1
2404	521,571	2
2405	92,132,138,521,744	1
2406	376,521,361,369,387,225,14,230,214,228,213	3
2407	92,138,521,677	0
2408	188,203,232,294,369,372,374,359,385,387,390,521,586,811,814,834	4
2409	19,92,138,521,539,211	4
2410	576,521	3
2411	138,677	0
2412	292,51,447,704,681,333,776	4
2413	931	3
2414	162,165,208,209,228,367,369,358,385,387,499,521,655	4
2415	173,177,521,753	1
2416	21,60,85,92,111,334,843	3
2417	92,111,132,138,144,356,521,570,577,579,615,704	3
2418	63,92,138,439,650	3
2419	369,387,384,337,840,311,534	3
2420	92,127,132,55,724,297,322,834,901	4
2421	10,31,80,92,49,278,356,499,500,690,890,921	4
2422	521,369,372,380,581	4
2423	92,138,521,778	1
2424	428,718	1
2425	399,400,521,849	3
2426	173,177,521	3
2427	521,236	0
2428	521,258,263,261,268,270	3
2429	92,121,132,861,918	4
2430	92,132,138,474	2
2431	13,21,92,127,138,334	2
2432	132,893,127,92,918,541	4
2433	825,828	1
2434	92,138,521	1
2435	387,369,385,381,834,37,521,522	1
2436	173	0
2437	92,127,570	0
2438	144,311,521	2
2439	61,521	0
2440	61,263,268,267,260,329,704,765,918,254	3
2441	77,92,138	0
2442	92,138,491,605,568,776,570	4
2443	92,132,447,292	0
2444	521,361,387,390,384	2
2445	13,92,90,132,138,521	3
2446	80,55,92,138,356,481,521,582,626	3
2447	363,369,387,672,390	3
2448	521,61,144,684	3
2449	77,92,166,138,252,677	4
2450	428,430,521	3
2451	92,138,142,521,606,149,410	3
2452	521,92,55,132,138,203,197,356,747	3
2453	188,294,369,359,385,387,811	4
2454	263,268,558	3
2455	173,181,180,521	3
2456	521,361,387	1
2457	521,138,144,142,49,611,499,531,5,569,720	3
2458	92,101,521,681	2
2459	469,895	3
2460	92,132,138	3
2461	77,92,521,603,865	1
2462	92,138,326,481,704	3
2463	31,173,176,177,229,236,356,487,182,521,486	3
2464	931	3
2465	77,92,138,521,704,852,900	4
2466	369,521	3
2467	21,92,138,521	1
2468	15,92,138,144,132,49,499,521,593,821	4
2469	59,92,55,132,190,319,331,481,605,830	3
2470	92,132,188,193,195,447,481,544,570,569,731	4
2471	931	2
2472	92,138,521	1
2473	92,918,106,881,704,188,193,201,804,334	4
2474	928,521,92,138,728	1
2475	393,349	4
2476	122,92,138,713,241	3
2477	42,92,244,334	1
2478	92,127,132,834,474,663,238	1
2479	51,71,92,138,143,202,250,356,446,447,521,540,562,923	4
2480	61,138,521,731	1
2481	92,138,144,521,660,865	1
2482	32,369,387,467,521	2
2483	61,521	0
2484	132,92,127,758,337	3
2485	441,521,903	2
2486	269,521,831	4
2487	138,144,521	1
2488	92,138,252,521,677	4
2489	92,138,132	0
2490	173,177,296,499,521	4
2491	369,385,387,521,672,230,214,213,228	2
2492	521,92,102,111,138,129	1
2493	92,138,521,530,604,743,897	3
2494	92,138,506,521	3
2495	858,92,127,6,749,558,861,513,212,337,339	4
2496	196,369,378,387,521	3
2497	92,138,312,473,521,302	3
2498	536	2
2499	80,111,132,138,252,470,521	3
2500	931	4
2501	132,92,127,193,240,629,901,582,337	4
2502	139,138,92,582	1
2503	521,90,149,412,481,570,615	4
2504	334,92	0
2505	21,92,138,521,252	2
2506	48,92,197,200,356,773,921	4
2507	92,130,138,466,464,465,558	4
2508	521,676,927,92,132,138,252	1
2509	92,138,318,252	4
2510	931	2
2511	369,385,387,188,418,522,581	3
2512	931	2
2513	369,385,387,316	4
2514	77,92,138,207,252,521,677	4
2515	92	2
2516	931	4
2517	229,369,334	1
2518	21,24,142,144,188,521,769,864,906	4
2519	32,369,381,385,387,522,581,814	4
2520	521,102,101,129,138,144	3
2521	334,481,92	3
2522	228,369,387,385,834,672	4
2523	92,111,132,138,521,683	3
2524	263,268,521,765	2
2525	92,132,138,208,209,504,521,546,579,666	4
2526	521,117,52,527,498,776,881	3
2527	92,122,133,138,901,883,105,625,499,49,80,500,592,336	4
2528	138,557,521,307	1
2529	366,369,385,387,581	4
2530	521,909,913	0
2531	92,138,621	3
2532	865,77,92,521,777	0
2533	428,430,426,521	2
2534	92,521	0
2535	369,385,387,643	3
2536	121,144,157,521,677	3
2537	92,49,106,138,292,337,499,583,647,763	4
2538	263,268,521	1
2539	92,138,491,570,615,704	4
2540	92,138,521	2
2541	931	0
2542	441,443	3
2543	92,127,132,688	3
2544	258,263,268,521,765	1
2545	260,257,263,268,436,438,521,41	3
2546	521,92,138,196,541,544,562,578,691,844,893	4
2547	77,92,138,521,747	1
2548	368,361,358,521,502	3
2549	369,385,387,390,521,672	3
2550	92	2
2551	387,369,336,534	2
2552	92,132,138,254,271,263,264,267,268,357,521,558	2
2553	385,387	2
2554	363,369,381,385,387,521	1
2555	521,177,182,596	3
2556	38,369,387,385,390,521,188	4
2557	60,92,137,85,830,908,194,45,325,320,505,649,666,778,806,875,901,250	4
2558	92,129,138,357,521,558,654,778	3
2559	92,138,143,397,494,521	2
2560	77,78,60,90,92,116,129,139,135,138,144,163,252,550,391,521,733	4
2561	92,138	0
2562	92,138,144,356,743,905	4
2563	89,92,145,481,554,473,725,791	4
2564	225,521	3
2565	12,92,132,138,625	3
2566	441,444,521	3
2567	879,883,805	2
2568	92	1
2569	521,393,219	3
2570	92,138,292,295,521,707	3
2571	931	2
2572	521,92,129,138,252	2
2573	521,173,176,177,188,197,209,208,685,416	4
2574	39,369,385,387,381,390,521	2
2575	521,472,455	4
2576	21,92,138,759	1
2577	61,134,106	3
2578	21,92,129,138,281,521,755,768	4
2579	117,393,589,776,775	4
2580	92,138,347,473,661	0
2581	391	2
2582	369,387,188	2
2583	36,369,385,814	4
2584	236,521,928	0
2585	80,92,138,144,521,106,884	3
2586	15,92,138,521	1
2587	320,901,837,61,92,127,80,524,700,240	4
2588	92,106,132,138,205,206,593,878,844,848,878,918	4
2589	92,138,570,615	2
2590	92,127,138	2
2591	481,138	1
2592	521,361,387,369,378	3
2593	92,127,357,830,452,650,837,901	4
2594	31,193,195,207,226,356,369,374,385,387,435,584,814,873	4
2595	92,132	3
2596	931	2
2597	21,27,92,439,521,650	2
2598	32,385,369,387,381,716,521,834,814,165,228,230,214,213	3
2599	92,138,144,521,558,447,149,878	2
2600	92,460	1
2601	15,60,80,83,92,102,55,246,280,326,331,340,490,582,875	4
2602	92,138,481,331,570,704	0
2603	82,91,92,320,759,918	3
2604	92,127,134,918,409,6	4
2605	21,138,252,433,513	2
2606	138,92	1
2607	92,129,138,142,491,521,570,704,820	3
2608	931	3
2609	521,92,138,722	1
2610	92,127,769,334	1
2611	92,129,521,678	2
2612	245,329,572,573,534	3
2613	92,138,521,635	3
2614	10,92,49,106,132,138,149,188,288,356,499,570,615,844,879,896,918	4
2615	521,77	0
2616	12,92,132,138,450,521	4
2617	521,387,369	1
2618	133,80,521	2
2619	132,77,92,7,336,34	2
2620	92,96,138,252,521,676	1
2621	92,138,188,205,206,481,583	4
2622	911,901,334	0
2623	385,369,522	2
2624	92,132,138,521,917	3
2625	931	3
2626	92,132,473	2
2627	521,138,541	3
2628	263,267,92,205,260,48,761,320,901	3
2629	67,92,138,648,621	4
2630	61,92,127,901,666	3
2631	815,681	3
2632	18,144,297,55,49,143,853,854,313	3
2633	521,441,443,488	1
2634	59,92,122,138,144,864	4
2635	369,387,521	1
2636	77,92,138,142,450,521,808	4
2637	92,138,491,521	3
2638	271,260,263,268,270,517,521	4
2639	61,92,138,737,521	3
2640	521,364,369	3
2641	521,21,27,138,128,61	2
2642	361,387	3
2643	92,342	0
2644	575,576,229,811,329	2
2645	334,92,917	1
2646	807,634	4
2647	348,369,387,385,390,811,814,834,521,672,873	2
2648	369,384,385,381,834,811,358,499,522	2
2649	361,369,918,385,408	2
2650	521,593,138,724	0
2651	428	0
2652	144,521	4
2653	92,129,138,521	0
2654	85,397,92	4
2655	521,61,615	1
2656	92,127,738	1
2657	521,268,761	1
2658	90,92,138	2
2659	928,139,133,521	0
2660	92,521,523	4
2661	92,144,473,521	0
2662	12,21,77,92,138,521	2
2663	92,132,570,722,18	4
2664	173,177,753,169,521,928,178	2
2665	92,132,582,626,331	1
2666	61,102,111,191,0,348,356,873	3
2667	92,49,111,132,138,499,521,544,704	2
2668	369,387,390,521,522	3
2669	521,92,138,163,252,351,77	3
2670	381,387,814,671,331	4
2671	369,387,521	3
2672	21,132,138,453,521,637,681,927	2
2673	92,132,138,312,521,546,747	1
2674	521,846	4
2675	92,132,138,570,704	0
2676	7,34,60,77,78,88,91,92,122,203,239,280,448,449,480,481,541,873,874,875,901	4
2677	428,429,521	3
2678	21,22,80,92,95,132,133,138,521,539,637,892,927,94	4
2679	37,369,387,385,381,834,814,811,521,584	4
2680	138,92,521,626,302	1
2681	263	0
2682	92,337,703	1
2683	92,846,847	0
2684	521,10,92,132,138,499,521,544,743,884,905	4
2685	369,387,672	3
2686	61,92,127,446,764,901	3
2687	92,138,521,864	2
2688	92,132,138,704,316	2
2689	92,635,290	1
2690	92,111,132,138,209,252,357,830,447,334	4
2691	92,132,138,356,348,481,704,770,873	3
2692	92,138,144,447,800,481,252,521,741,798	4
2693	259,268,270,521,928	1
2694	60,80,91,92,149,132,138,188,204,233,356,364,368,369,385,387,485,558,922	4
2695	111,80,92,132,138,144,334,433,510,577,582,513	4
2696	92,132,138,342	3
2697	92,138,469,521,886	1
2698	521,10,65,46,92,90,194,197,188,356,396,570,602,704,900	4
2699	521,478,476,477,631	2
2700	521,225,227,236,229	4
2701	92,49,138,499,288,521,704	2
2702	400,407,521,784,849	1
2703	229,369,485,521,617	4
2704	369,385,387,521,811	2
2705	92,138,499,49,521,598,77,563	1
2706	92	0
2707	92,138,521,745	0
2708	369,387	1
2709	92,127,334,570,615	1
2710	92,127,132,531,677,622	4
2711	536,537,521	1
2712	521,123,84,550,34	3
2713	112,61	0
2714	334,92,127	2
2715	385,369,387	2
2716	77,92,521,570,579,704	2
2717	14,369,385,387,521,750	3
2718	77,92,132,138,521,865	3
2719	342,92,132	2
2720	369,387,522	1
2721	92,138,521,535,736,848,865	3
2722	92,138,521,778	1
2723	90,92,194,197,200,208,209,351,410,447,521,541	4
2724	92,49,111,55,138,217,499,577,770	3
2725	387,385,811,369,381	3
2726	441,521,750	4
2727	146,472,106,229,241,334,471,558	3
2728	441,444,521	1
2729	92,129,132,138,521,604	2
2730	21,92,132,138,142,203,570,704,927	4
2731	92,132,138,292,413,605,873	3
2732	92,90	0
2733	169,173,178,521,596,685	4
2734	61,521	0
2735	21,22,92,138,521,570,704,923	3
2736	61,138,677	3
2737	571,573	4
2738	92,77,138,563,51,598,521	3
2739	92,127,722	2
2740	931	3
2741	92,132,138,144,351,410,817,558,521	3
2742	521,92,138	1
2743	258,263,255,268,499,521,761	4
2744	188,334,476,477,478,493	3
2745	456,334	3
2746	263,255,268,270,521	1
2747	92,132,138,724	0
2748	92,138,521,583	2
2749	92,138,521,541,691	1
2750	92,106,132,138,207,521,803,804,805,873,880	4
2751	521	4
2752	80,138,133,252,521,774	3
2753	841,842,194,197,521,447,558	4
2754	92,60,68,138,865,882,334	4
2755	263,268,521,925	3
2756	521,749,858,859,860	4
2757	92,138,357,369,378,387,521,558,672,812	3
2758	92,132,138,144,209,356,491,521,615	2
2759	92,252,521,351,357,677	3
2760	651,824,825,826,827,828,581	4
2761	931	3
2762	521,425,427	2
2763	472	2
2764	92,132,138,217,348,531,873	3
2765	92,111,132,138,521	3
2766	92,138,704	0
2767	845,521	1
2768	127,92,593	3
2769	521,913,911,813	1
2770	82,92,102,521,758	3
2771	92,132,138,334	2
2772	92,51,138,521,541,578	4
2773	92,541,334	1
2774	92,129,138,311,521,621	3
2775	16,10,34,60,89,91,92,18,246,203,296,349,854,357,830,578,49,499,677,874	4
2776	173,177,210,685	4
2777	92,138	2
2778	92,134,252,521	4
2779	229,236	1
2780	92,138,601	2
2781	92,132,138,481,521,526	4
2782	92,138,491,521,570,675,704	3
2783	92,138,521	0
2784	92,111,138,521,562	3
2785	92,49,132,138,499,521,530,604	3
2786	92,138,300,412,521,687	0
2787	931	3
2788	263,268,521,928	0
2789	369,383,672,558,337	4
2790	92	0
2791	92,138,144,469,481,521	3
2792	399,400,398,404,406,407,729,784	4
2793	80,92,138,521,439,602	3
2794	229,236,521	1
2795	92,138,521,778	3
2796	144,77,521,252,677,143,138	3
2797	199,341,342,356,798,799	4
2798	521,132,138,144	2
2799	21,92,138,144,252,334,356,433,677,523,886	3
2800	521,571	0
2801	334,92,127	0
2802	92,132,138,347,529,637,778,895	4
2803	931	2
2804	15,41,61,92,127,334,666	4
2805	92	3
2806	77,78,92,129,138,144,530,604,743	3
2807	138,212	2
2808	330,425	0
2809	521	2
2810	25,123,419,521,724,835,345	4
2811	77,92,129,132,138,189,481,521,591,686,806,864,595	4
2812	488,521,844	2
2813	92,129,138,252,521,570,615,663	3
2814	229,334	1
2815	521,92,129,138	2
